Brand,Name,Price,Link,Image
CK UNDERWEAR ,Quần Lót Nữ Bikini Fit,629.000,https://www.acfc.com.vn/ck-underwear-quan-lot-nu-bikini-fit-ck-d1618-1d0.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/d/1/d1618-1d0-1_2.jpg
CK PERFORMANCE ,Áo Thun Thể Thao Nữ Slim Fit,974.500,https://www.acfc.com.vn/ck-performance-ao-thun-the-thao-nu-slim-fit-ck-4ws1k132-314.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/4/w/4ws1k132-314-1_1.jpg
FRENCH CONNECTION ,Đầm Nữ Fiona Embroidered Dress,3.699.000,https://www.acfc.com.vn/french-connection-dam-nu-fiona-embroidered-dress-fcuk-71rbh-20.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/7/1/71rbh-20-3_1.jpg
OVS ,Áo Thun Nữ,349.300,https://www.acfc.com.vn/ovs-ovs-1444294-1444294.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/1/2/12103252_orfhkzoy5wck8i67_1.jpg
OLD NAVY ,Quần Nữ,795.000,https://www.acfc.com.vn/old-navy-quan-nu-oln-687105-00.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/c/n/cn20301855_wkxxfotugyvgdgid_1_1.jpg
TOMMY JEANS ,Áo Thun Nữ Tay Ngắn TJW Best Graphic Tee,1.499.000,https://www.acfc.com.vn/tommy-jeans-ao-thun-nu-tay-ngan-tjw-best-graphic-tee-tj-dw0dw13802-c3s.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/d/w/dw0dw13802_c3s_main__main__hfo1sawuhzpmmd1t.jpg
LEVI'S ,Quần Jeans Nữ Dài Baggy,1.899.000,https://www.acfc.com.vn/levi-s-quan-jeans-nu-dai-baggy-levis-a3497-0004.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/a/3/a3497-0004-cropfront1_1.jpg
MANGO ,Áo Kiểu Laila,399.000,https://www.acfc.com.vn/mango-ao-kieu-laila-mango-67099213-2.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/6/7/67099213_02_zibiknnzq7bmr96a.jpg
COTTON ON BODY ,Quần Ngủ Nữ - Jersey Button Boxer Short,195.000,https://www.acfc.com.vn/body-quan-ngu-nu-jersey-button-boxer-short-coc-6332593-15.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/6/3/6332593_15_2_zqnz3tod1khzeikr.jpg
PARFOIS ,Áo Poncho Lateral,1.790.000,https://www.acfc.com.vn/parfois-ao-poncho-lateral-parfoi-193567-bgu-bg.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/1/9/193567_bg_1y_cjvu9mbjpowt9kdk.jpg
BANANA REPUBLIC ,Đầm Nữ,4.250.000,https://www.acfc.com.vn/banana-republic-dam-nu-br-796673-00.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/7/9/796673-00-1_1.jpg
OLD NAVY ,Quần Nữ,595.000,https://www.acfc.com.vn/old-navy-quan-nu-oln-676343-01.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/c/n/cn26692785_2htkm03pmgs5eoq6.jpg
COTTON ON ,Quần Jeans Dài Nữ - High Rise Cropped Super Stretch,679.000,https://www.acfc.com.vn/cotton-on-quan-jeans-dai-nu-high-rise-cropped-super-stretch-coc-2009065-23.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/2/0/2009065-23-2_u7qxcuctyhhszrb3.jpg
COTTON ON ,Áo Thun Ngắn Tay Nữ-The One Crew Tee,349.000,https://www.acfc.com.vn/cotton-on-ao-thun-ngan-tay-nu-the-one-crew-tee-coc-2009220-142.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/2/0/2009220-142-2_zblhb5uvzzdvcrre.jpg
BANANA REPUBLIC ,Đầm Nữ,2.550.000,https://www.acfc.com.vn/banana-republic-dam-nu-br-700309-00.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/c/n/cn20414422_r8vzfqcvz7qgkiio.jpg
BANANA REPUBLIC ,Áo Kiểu Tay Ngắn Nữ,1.150.000,https://www.acfc.com.vn/banana-republic-ao-kieu-tay-ngan-nu-br-749027-02.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/c/n/cn26919143_4tngcussgdsknmdt.jpg
OVS ,Áo Sơ Mi Nữ,799.000,https://www.acfc.com.vn/ovs-ao-so-mi-nu-ovs-1296150-1296150.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/1/1/11783980_c4utnxneaat9h6zs.jpg
TOMMY HILFIGER ,Áo Thun Nữ Tay Dài Relaxed Tape Zip Through Hoodie,4.299.000,https://www.acfc.com.vn/tommy-hilfiger-ao-thun-nu-tay-dai-relaxed-tape-zip-through-hoodie-tommy-s10s101368-ycf.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/s/1/s10s101368_ycf_main__main__vbyz71hhzq3p7wu6.jpg
TOMMY HILFIGER ,Váy Nữ Fluid Twill Pleated Midi Skirt,4.499.000,https://www.acfc.com.vn/tommy-hilfiger-vay-nu-fluid-twill-pleated-midi-skirt-tommy-ww0ww33439-dw5.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/w/w/ww0ww33439_dw5_main__main__v1qm6lbitqp8okyi.jpg
COTTON ON ,Áo Không Tay Nữ - One Shoulder Sleeveless Top,95.000,https://www.acfc.com.vn/cotton-on-ao-khong-tay-nu-one-shoulder-sleeveless-top-coc-2008680-18.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/2/0/2008680-18-1_akzhycnkirlgygqt_5.jpg
PARFOIS ,Quần Apparel  Provision,1.390.000,https://www.acfc.com.vn/parfois-quan-apparel-provision-parfoi-195672-yl.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/1/9/195672_yl_1y_ih44fflwmehrhyxr.jpg
LEVI'S ,Quần Jeans Nữ Lửng,1.199.000,https://www.acfc.com.vn/levi-s-quan-jeans-nu-lung-levis-85895-0000.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/8/5/85895-0000-104_4.jpg
CK PERFORMANCE ,Quần Short Thể Thao Nữ High Rise Fit,1.649.000,https://www.acfc.com.vn/ck-performance-quan-short-the-thao-nu-high-rise-fit-ck-4ws2s807-001.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/4/w/4ws2s807-001-1_1.jpg
FRENCH CONNECTION ,Quần Dài Nữ FCUK Relaxed Fit Joggers,1.699.000,https://www.acfc.com.vn/french-connection-quan-dai-nu-fcuk-relaxed-fit-joggers-fcuk-74nzm-60.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/7/4/74nzm-womens-fu-chalkypink-fcuk-dropped-crotch-joggers-2_1.jpg
CK JEANS ,Quần Ngắn Nữ Knit Fit,2.329.000,https://www.acfc.com.vn/ck-jeans-quan-ngan-nu-knit-fit-ck-j219699-0k9.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/j/2/j219699-0k9-1_1.jpg
GAP ,Áo Hoodie Nữ,299.000,https://www.acfc.com.vn/ao-hoodie-nu-gap-650674-02.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/c/n/cn19503824_s4qtxcoar8whtdh3.jpg
CK UNDERWEAR ,Quần Lót Nữ Bikini Fit,799.000,https://www.acfc.com.vn/ck-underwear-quan-lot-nu-bikini-fit-ck-qf6761ad-bo8.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/q/f/qf6761ad-bo8-1_1.jpg
FRENCH CONNECTION ,Đầm Nữ Crolenda Pu Dress,3.699.000,https://www.acfc.com.vn/french-connection-dam-nu-crolenda-pu-dress-fcuk-71rbt-01.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/7/1/71rbt-01-2_1.jpg
OVS ,Đầm Nữ,949.000,https://www.acfc.com.vn/ovs-dam-nu-ovs-1288806-1288820.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/1/1/11830693_pju1jv0rp0npvwox_2.jpg
TOMMY JEANS ,Quần Mon Jeans Nữ Tappered,3.599.000,https://www.acfc.com.vn/tommy-jeans-quan-mon-jeans-nu-tappered-thj-dw0dw11488-1ab.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/d/w/dw0dw11488_1ab_main__main__ejbvyjqfyadtn2xp.jpg
GAP ,Quần Thun Dài Nữ - High Rise Straight Leg,1.150.000,https://www.acfc.com.vn/quan-thun-dai-nu-high-rise-straight-leg-gap-688226-01.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/c/n/cn20658431_4r2sgra4ot8gtphf.jpg
CK PERFORMANCE ,Áo Bra Thể Thao Nữ Light Support Fit,1.029.000,https://www.acfc.com.vn/ck-performance-ao-thun-the-thao-nu-light-support-fit-ck-4ws2k153-540.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/4/w/4ws2k153-540-item-2_dejwgb7k9r3ui7fv.jpg
BANANA REPUBLIC ,Đầm Nữ,3.250.000,https://www.acfc.com.vn/banana-republic-dam-nu-br-836688-01.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/8/3/836688-01-1_3.jpg
CK PERFORMANCE ,Áo Khoác Thể Thao Nữ Regular Fit,3.499.000,https://www.acfc.com.vn/ck-performance-ao-khoac-the-thao-nu-regular-fit-ck-4ws2j402-001.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/4/w/4ws2j402-001-1_1.jpg
LEVI'S ,Áo Thun Nữ Tay Ngắn,799.000,https://www.acfc.com.vn/levi-s-ao-thun-nu-tay-ngan-levis-17369-1921.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/d/a/damske-tricko-levis-the-perfect-tee-17369-1921_1.jpg
COTTON ON ,Váy Mini Nữ - Streamline Ribbed Mini Skirt,95.000,https://www.acfc.com.vn/cotton-on-vay-mini-nu-streamline-ribbed-mini-skirt-coc-2051230-16.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/2/0/2051230-16-2_695uokmgcpkfspde_2_5_1.jpg
FRENCH CONNECTION ,Đầm Nữ Doria Smock Balloon Slv Dress,2.699.000,https://www.acfc.com.vn/french-connection-dam-nu-doria-smock-balloon-slv-dress-fcuk-71sne-10.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/7/1/71sne-10-1_bhfpweekfqqhewbr.jpg
OVS ,Quần Dài Nữ,549.000,https://www.acfc.com.vn/ovs-quan-dai-nu-ovs-1311103-1311103.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/1/1/11832484_aqs0dmvqjcdl4zjx.jpg
OVS ,Áo Thun Nữ,244.300,https://www.acfc.com.vn/ovs-ovs-1477687-1477687.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/1/2/12012560_vxmbh1ti8lfhtlod.jpg
COTTON ON BODY ,Áo Thun Ngắn Tay Nữ - Relaxed Active Recycled Graphic T-Shirt,429.000,https://www.acfc.com.vn/body-ao-thun-ngan-tay-nu-relaxed-active-recycled-graphic-t-shirt-coc-6334382-20.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/6/3/6334382-20-1_6lbdpn0m96zyeafx_1__1.jpg
TOMMY JEANS ,Đầm Polo Nữ Badge,2.199.000,https://www.acfc.com.vn/tommy-jeans-dam-polo-nu-badge-thj-dw0dw10380-c87.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/d/w/dw0dw10380_c87_main__main__120grcnphpkelomb.jpg
TOMMY JEANS ,Áo Thun Nữ Tay Dài TJW Crop Logo Waistband LS,1.499.000,https://www.acfc.com.vn/tommy-jeans-ao-thun-nu-tay-dai-tjw-crop-logo-waistband-ls-tj-dw0dw13495-c87.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/d/w/dw0dw13495_c87_main__main__fxedfchhuudrly65.jpg
LEVI'S ,Quần Jeans Nữ 311,999.000,https://www.acfc.com.vn/levi-s-quan-jeans-nu-311-levis-27595-0003.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/2/7/27595-0003-1_c20dkruljbp0u7o7.jpg
CK UNDERWEAR ,Áo Ngực Nữ Demi Fit,1.629.000,https://www.acfc.com.vn/ck-underwear-ao-nguc-nu-demi-fit-ck-qf6068-tqo.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/q/f/qf6068-tqo-1_1.jpg
PARFOIS ,Đầm Nữ Fittonia,1.190.000,https://www.acfc.com.vn/parfois-dam-nu-fittonia-parfois-197845-pk.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/1/9/197845_pk_1y_8soq9inbyvci0ocl.jpg
OLD NAVY ,Đầm Nữ,1.195.000,https://www.acfc.com.vn/old-navy-dam-nu-oln-881034-00.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/8/8/881034-00-1_khgjq2gd5jd4dpiw.jpg
CK JEANS ,Áo Thun Nữ Fashion Fit,1.449.000,https://www.acfc.com.vn/ck-jeans-ao-thun-nu-fashion-fit-ck-j217445-lag.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/j/2/j217445-lag-1_1.jpg
CK PERFORMANCE ,Quần Thể Thao Nữ High Rise Fit,2.199.000,https://www.acfc.com.vn/ck-performance-quan-the-thao-nu-high-rise-fit-ck-4ws2l612-001.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/4/w/4ws2l612-001-1_1.jpg
COTTON ON BODY ,Áo Thun Nữ-Fleece T-Shirt,295.000,https://www.acfc.com.vn/body-ao-thun-nu-fleece-t-shirt-coc-6333839-02.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/6/3/6333839-02-2_osonr83q9u2vsfko.jpg
COTTON ON ,Áo Khoác Jeans Nữ-Cinched Hem Denim Jacket,1.099.000,https://www.acfc.com.vn/cotton-on-ao-khoac-jeans-nu-cinched-hem-denim-jacket-coc-2052941-01.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/2/0/2052941-01-2_bf7d4jwijkuuhnlo.jpg
MANGO ,Áo Thun Spcharo,199.000,https://www.acfc.com.vn/mango-ao-thun-spcharo-mango-17005774-50.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/1/7/17005774_50-99999999_01_tjdhqdwfzqcfniqg.jpg
CK JEANS ,Áo Thun Nữ Modern Straight Fit,1.099.000,https://www.acfc.com.vn/ck-jeans-ao-thun-nu-modern-straight-fit-ck-j216166-l2w.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/j/2/j216166-l2w-1_2.jpg
CK JEANS ,Quần Jeans Nữ 061 Mr Boy Fit,5.549.000,https://www.acfc.com.vn/ck-jeans-quan-jeans-nu-061-mr-boy-fit-ck-j218770-1bj.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/j/2/j218770-1bj-1_3_1.jpg
CK UNDERWEAR ,Quần Lót Nữ Bikini Fit,510.300,https://www.acfc.com.vn/ck-underwear-quan-lot-nu-bikini-fit-ck-qf5735ad-v3q.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/q/f/qf5735ad-v3q-1_2.jpg
TOMMY HILFIGER ,Đầm Nữ Org Co F&F Open Polo-Nk Dress Ls,4.799.000,https://www.acfc.com.vn/tommy-hilfiger-dam-nu-org-co-f-f-open-polo-nk-dress-ls-tommy-ww0ww32685-xm1.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/w/w/ww0ww32685_xm1_main__main__y1mspdwtcsziqkjq.jpg
COTTON ON BODY ,Áo Lót Nữ - The Smoothing Scoop Padded Bralette,429.000,https://www.acfc.com.vn/body-ao-lot-nu-the-smoothing-scoop-padded-bralette-coc-6334707-02.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/6/3/6334707-02-2_qxwza6yushjw6lyp.jpg
OLD NAVY ,Đầm Nữ,795.000,https://www.acfc.com.vn/old-navy-dam-nu-oln-738368-00.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/c/n/cn22312857_lwvebnorhtxjcgjo.jpg
TOMMY HILFIGER ,Đồ Bơi Nữ,2.799.000,https://www.acfc.com.vn/tommy-sportwear-do-boi-nu-tommy-uw0uw02700-dw5.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/u/w/uw0uw02700_dw5_main_rjgcn5nn9xswbcoc.jpg
GAP ,Áo Sơ Mi Tay Dài Nữ - Linen,1.350.000,https://www.acfc.com.vn/ao-so-mi-tay-dai-nu-linen-gap-660901-03.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/c/n/cn19832033_bjeltikzdo6vhny3.jpg
LEVI'S ,Đầm Nữ,1.499.000,https://www.acfc.com.vn/levi-s-dam-nu-levis-a0839-0000.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/a/0/a0839-0000-cropfront_1.jpg
BANANA REPUBLIC ,Quần Short Nữ,1.750.000,https://www.acfc.com.vn/banana-republic-quan-short-nu-br-773551-02.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/7/7/773551-02-3_1.jpg
GAP ,Áo Thun Tay Ngắn Nữ,199.000,https://www.acfc.com.vn/ao-thun-tay-ngan-nu-gap-519294-01.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/c/n/cn17766261_igwfrww2bgl34fmg.jpg
MANGO ,Áo Kiểu Vicky,1.999.000,https://www.acfc.com.vn/mango-ao-kieu-vicky-mango-37050483-pl.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/3/7/37050483_pl_ypsnivyiz5wbzigb.jpg
FRENCH CONNECTION ,Áo Thun Nữ Xyris Pique Crop La Glace Polo,1.099.000,https://www.acfc.com.vn/french-connection-ao-thun-nu-xyris-pique-crop-la-glace-polo-fcuk-76sni-82.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/7/6/76sni-82-1_x4cnipef6jrigexa.jpg
PARFOIS ,Áo Nữ Banaball,1.390.000,https://www.acfc.com.vn/parfois-ao-nu-banaball-parfois-196838-bm.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/1/9/196838_bm_1y_osq4avlawhnweby2.jpg
MANGO ,Đầm Sixty,1.999.000,https://www.acfc.com.vn/mango-dam-sixty-mango-37063838-99.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/3/7/37063838_99-99999999_01_jv1erqluxwy6xfoy.jpg
CK UNDERWEAR ,Áo Ngực Nữ Plunge Fit,1.499.000,https://www.acfc.com.vn/ck-underwear-ao-nguc-nu-plunge-fit-ck-qf6866ad-trn.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/q/f/qf6866ad-trn-1_1.jpg
FRENCH CONNECTION ,Đầm Nữ Alison Pleated Dress,3.399.000,https://www.acfc.com.vn/french-connection-dam-nu-alison-pleated-dress-fcuk-71rdi-01.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/7/1/71rdi-01-1_z1vbhcylcejwlctv.jpg
BANANA REPUBLIC ,Quần Dài Nữ,2.350.000,https://www.acfc.com.vn/banana-republic-quan-dai-nu-br-749581-00.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/c/n/cn27198416_2xsc8srgnx3dyp9l.jpg
TOMMY JEANS ,Áo Polo Nữ Tay Ngắn TJW BXY Crop Signature Polo,2.599.000,https://www.acfc.com.vn/tommy-jeans-ao-polo-nu-tay-ngan-tjw-bxy-crop-signature-polo-tj-dw0dw13428-thw.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/d/w/dw0dw13428_thw_main__main__7qlwwdy8sxi2rugh.jpg
MANGO ,Áo Kiểu Bell,899.000,https://www.acfc.com.vn/mango-ao-kieu-bell-mango-27019050-45.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/2/7/27019050_45_m4t2fdm0ydyl9ay2.jpg
TOMMY HILFIGER ,Áo Polo Nữ Tay Ngắn IM Reg Sequin Crest C-Nk Polo SS,2.899.000,https://www.acfc.com.vn/tommy-hilfiger-ao-polo-nu-tay-ngan-im-reg-sequin-crest-c-nk-polo-ss-tommy-ww0ww36539-dw5.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/w/w/ww0ww36539dw5_f_jxvbof6l7p0pqtt0.jpg
OVS ,Áo Kiểu Nữ,499.000,https://www.acfc.com.vn/ovs-ao-kieu-nu-ovs-884151-884158.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/1/1/11732509_vkarn3bhnzghax8k.jpg
COTTON ON ,Váy Mini Nữ-Petite Shirred Ruffle Mini Ski,295.000,https://www.acfc.com.vn/cotton-on-vay-mini-nu-petite-shirred-ruffle-mini-ski-coc-2053892-01.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/2/0/2053892-01-2_wilbwhpkhsfpdrjd.jpg
MANGO ,Chân Váy Water,549.000,https://www.acfc.com.vn/mango-chan-vay-water-mango-37041315-46.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/3/7/37041315_46-99999999_01_axsx06zhbtkqrmoi.jpg
CK PERFORMANCE ,Quần Thun Thể Thao Nữ Crop Fit,1.539.300,https://www.acfc.com.vn/ck-performance-quan-thun-the-thao-nu-crop-fit-ck-4wt1l784-612.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/4/w/4wt1l784-612-1_1.jpg
CK UNDERWEAR ,Quần Lót Nữ Thong Fit,629.000,https://www.acfc.com.vn/ck-underwear-quan-lot-nu-thong-fit-ck-qf6774-ub1.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/q/f/qf6774-ub1-item-2_nak0oorjrn56tirs.jpg
CK UNDERWEAR ,Áo Ngực Nữ Demi Fit,977.400,https://www.acfc.com.vn/ck-underwear-ao-nguc-nu-demi-fit-ck-qf6394ad-xmk.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/q/f/qf6394ad-xmk-1_1.jpg
LEVI'S ,Quần Jeans Nữ Dài 312 Shaping Slim,999.000,https://www.acfc.com.vn/levi-s-quan-jeans-nu-dai-312-shaping-slim-levis-19627-0163.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/1/9/196270163_1_xi9nl5bz4vzkwcrw.jpg
OLD NAVY ,Chân Váy Nữ,397.500,https://www.acfc.com.vn/old-navy-chan-vay-nu-oln-689520-00.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/6/8/689520-00-1_2__1.jpg
FRENCH CONNECTION ,Quần Dài Nữ FCUK Relaxed Fit Joggers,1.699.000,https://www.acfc.com.vn/french-connection-quan-dai-nu-fcuk-relaxed-fit-joggers-fcuk-74nzm-70.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/7/4/74nzm-womens-fu-chalkyyellow-fcuk-dropped-crotch-joggers-11_1.jpg
TOMMY JEANS ,Quần Jeans Nữ Hr Semi Boot Cut Adf1236 Mbcm,3.799.000,https://www.acfc.com.vn/tommy-jeans-quan-jeans-nu-hr-semi-boot-cut-adf1236-mbcm-thj-dw0dw13041-1a4.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/d/w/dw0dw130411a4_f_af9qie3pfmgi0acj.jpg
PARFOIS ,Áo Choàng Baiana Total Look,1.390.000,https://www.acfc.com.vn/parfois-ao-choang-baiana-total-look-parfois-197324-pk.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/1/9/197324_pk_1y_n5yxvbezfibkjtvo.jpg
BANANA REPUBLIC ,Đầm Nữ Ss Poplin Butt,3.550.000,https://www.acfc.com.vn/banana-republic-dam-nu-ss-poplin-butt-br-860324-00.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/c/n/cn28964818_qfeyyotfiwlx59v2.jpg
GAP ,Áo Thun Tay Ngắn Nữ,299.000,https://www.acfc.com.vn/ao-thun-tay-ngan-nu-gap-647617-03.html,https://exacdn.acfc.com.vn/media/catalog/product/cache/e0eb9f74eaaa356eac6b0ce899de6ac0/6/4/647617-03-3_wzbehdksd4xzciqq_1.jpg
